"Codigo de via";"Clase de la via";"Particula de la via";"Nombre de la via";"Tipo de tramo ";"Nombre de la aproximacion";"Numero inicial del tramo";"Calificador del numero inicial del tramo";"Numero final del tramo";"Calificador del numero final del tramo";"Codigo postal";"Seccion de carteria"
"31001628";"PASEO                   ";"DE LOS";"TILOS                                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28048";"N/D"
"31001632";"CALLE                   ";"DEL   ";"CONCEJAL GINES MELENDEZ                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28022";"N/D"
"31001632";"CALLE                   ";"DEL   ";"CONCEJAL GINES MELENDEZ                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28022";"N/D"
"31001633";"CALLE                   ";"DE    ";"JOSEFINA ALDECOA                                ";"impar";"NUM";"000001";"  ";"000025";"  ";"28055";"N/D"
"31001633";"CALLE                   ";"DE    ";"JOSEFINA ALDECOA                                ";"impar";"NUM";"000027";"  ";"009999";"  ";"28055";"N/D"
"31001633";"CALLE                   ";"DE    ";"JOSEFINA ALDECOA                                ";"par  ";"NUM";"000002";"  ";"000050";"  ";"28055";"N/D"
"31001633";"CALLE                   ";"DE    ";"JOSEFINA ALDECOA                                ";"par  ";"NUM";"000052";"  ";"009998";"  ";"28055";"N/D"
"31001634";"CALLE                   ";"DE    ";"JOSE FRANCISCO DE ITURZAETA E IZAGUIRRE         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28039";"N/D"
"31001634";"CALLE                   ";"DE    ";"JOSE FRANCISCO DE ITURZAETA E IZAGUIRRE         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28039";"N/D"
"31001635";"CALLE                   ";"DE    ";"ALDEA REAL                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28035";"N/D"
"31001635";"CALLE                   ";"DE    ";"ALDEA REAL                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28035";"N/D"
"31001638";"PLAZA                   ";"DE LA ";"TECNOLOGIA                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"31001638";"PLAZA                   ";"DE LA ";"TECNOLOGIA                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"31001639";"AVENIDA                 ";"DEL   ";"CONOCIMIENTO                                    ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"31001639";"AVENIDA                 ";"DEL   ";"CONOCIMIENTO                                    ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"31001640";"AVENIDA                 ";"DE LA ";"INNOVACION                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"31001640";"AVENIDA                 ";"DE LA ";"INNOVACION                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"31001641";"CALLE                   ";"      ";"CIENTO UNO                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"31001641";"CALLE                   ";"      ";"CIENTO UNO                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"31001642";"CALLE                   ";"      ";"CIENTO DOS                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"31001642";"CALLE                   ";"      ";"CIENTO DOS                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"31001643";"CALLE                   ";"      ";"CIENTO TRES                                     ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"31001643";"CALLE                   ";"      ";"CIENTO TRES                                     ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"31001644";"CALLE                   ";"      ";"CIENTO CUATRO                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"31001644";"CALLE                   ";"      ";"CIENTO CUATRO                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"31001645";"CALLE                   ";"      ";"CIENTO CINCO                                    ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"31001645";"CALLE                   ";"      ";"CIENTO CINCO                                    ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"31001646";"CALLE                   ";"      ";"CIENTO SEIS                                     ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"31001646";"CALLE                   ";"      ";"CIENTO SEIS                                     ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"31001647";"CALLE                   ";"      ";"CIENTO SIETE                                    ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"31001647";"CALLE                   ";"      ";"CIENTO SIETE                                    ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"31001649";"CALLE                   ";"DE    ";"PEDRO GARCIA ORTIZ                              ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001649";"CALLE                   ";"DE    ";"PEDRO GARCIA ORTIZ                              ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
"31001650";"CALLE                   ";"DE    ";"BEATRIZ AGREDANO                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001650";"CALLE                   ";"DE    ";"BEATRIZ AGREDANO                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
"31001651";"CALLE                   ";"DE LA ";"ERMITA DE LA SOLEDAD                            ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001651";"CALLE                   ";"DE LA ";"ERMITA DE LA SOLEDAD                            ";"par  ";"NUM";"000002";"  ";"009999";"  ";"28052";"N/D"
"31001655";"CALLE                   ";"DEL   ";"PROFESOR JUAN IGLESIAS                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28040";"N/D"
"31001655";"CALLE                   ";"DEL   ";"PROFESOR JUAN IGLESIAS                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28040";"N/D"
"31001656";"PLAZA                   ";"DE LAS";"TIZAS                                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28026";"N/D"
"31001656";"PLAZA                   ";"DE LAS";"TIZAS                                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28026";"N/D"
"31001731";"CALLE                   ";"DE    ";"FERNANDO HIGUERAS                               ";"impar";"NUM";"000001";"  ";"009999";"  ";"28055";"N/D"
"31001731";"CALLE                   ";"DE    ";"FERNANDO HIGUERAS                               ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28055";"N/D"
"31001732";"CALLE                   ";"DE    ";"MARIA REICHE                                    ";"impar";"NUM";"000001";"  ";"009999";"  ";"28055";"N/D"
"31001732";"CALLE                   ";"DE    ";"MARIA REICHE                                    ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28055";"N/D"
"31001733";"CALLE                   ";"DE    ";"ESTANISLAO PEREZ PITA                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28055";"N/D"
"31001733";"CALLE                   ";"DE    ";"ESTANISLAO PEREZ PITA                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28055";"N/D"
"31001734";"CALLE                   ";"DE    ";"JOSE ANTONIO FERNANDEZ ORDOÑEZ                  ";"impar";"NUM";"000001";"  ";"009999";"  ";"28055";"N/D"
"31001734";"CALLE                   ";"DE    ";"JOSE ANTONIO FERNANDEZ ORDOÑEZ                  ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28055";"N/D"
"31001735";"CALLE                   ";"DE    ";"JORDI SOLE TURA                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28055";"N/D"
"31001735";"CALLE                   ";"DE    ";"JORDI SOLE TURA                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28055";"N/D"
"31001736";"CALLE                   ";"DE    ";"ELENA CORNARO                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28055";"N/D"
"31001736";"CALLE                   ";"DE    ";"ELENA CORNARO                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28055";"N/D"
"31001737";"CALLE                   ";"DE    ";"ISABEL OYARZABAL                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28055";"N/D"
"31001737";"CALLE                   ";"DE    ";"ISABEL OYARZABAL                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28055";"N/D"
"31001739";"AVENIDA                 ";"DE    ";"SECUNDINO ZUAZO                                 ";"impar";"NUM";"000001";"  ";"000097";"  ";"28055";"N/D"
"31001739";"AVENIDA                 ";"DE    ";"SECUNDINO ZUAZO                                 ";"impar";"NUM";"000099";"  ";"009999";"  ";"28055";"N/D"
"31001739";"AVENIDA                 ";"DE    ";"SECUNDINO ZUAZO                                 ";"par  ";"NUM";"000002";"  ";"000092";"  ";"28055";"N/D"
"31001739";"AVENIDA                 ";"DE    ";"SECUNDINO ZUAZO                                 ";"par  ";"NUM";"000094";"  ";"000112";"  ";"28055";"N/D"
"31001739";"AVENIDA                 ";"DE    ";"SECUNDINO ZUAZO                                 ";"par  ";"NUM";"000114";"  ";"009998";"  ";"28055";"N/D"
"31001744";"AVENIDA                 ";"DE    ";"MANUEL FRAGA IRIBARNE                           ";"impar";"NUM";"000001";"  ";"000125";"  ";"28055";"N/D"
"31001744";"AVENIDA                 ";"DE    ";"MANUEL FRAGA IRIBARNE                           ";"impar";"NUM";"000127";"  ";"009999";"  ";"28055";"N/D"
"31001744";"AVENIDA                 ";"DE    ";"MANUEL FRAGA IRIBARNE                           ";"par  ";"NUM";"000002";"  ";"000198";"  ";"28055";"N/D"
"31001744";"AVENIDA                 ";"DE    ";"MANUEL FRAGA IRIBARNE                           ";"par  ";"NUM";"000200";"  ";"009998";"  ";"28055";"N/D"
"31001745";"CALLE                   ";"DE    ";"FELIX CANDELA                                   ";"impar";"NUM";"000001";"  ";"000085";"  ";"28055";"N/D"
"31001745";"CALLE                   ";"DE    ";"FELIX CANDELA                                   ";"impar";"NUM";"000087";"  ";"009999";"  ";"28055";"N/D"
"31001745";"CALLE                   ";"DE    ";"FELIX CANDELA                                   ";"par  ";"NUM";"000002";"  ";"000060";"  ";"28055";"N/D"
"31001745";"CALLE                   ";"DE    ";"FELIX CANDELA                                   ";"par  ";"NUM";"000062";"  ";"009998";"  ";"28055";"N/D"
"31001746";"CALLE                   ";"DE    ";"JOSE ANTONIO CODERCH                            ";"impar";"NUM";"000001";"  ";"000017";"  ";"28055";"N/D"
"31001746";"CALLE                   ";"DE    ";"JOSE ANTONIO CODERCH                            ";"impar";"NUM";"000019";"  ";"009999";"  ";"28055";"N/D"
"31001746";"CALLE                   ";"DE    ";"JOSE ANTONIO CODERCH                            ";"par  ";"NUM";"000002";"  ";"000052";"  ";"28055";"N/D"
"31001746";"CALLE                   ";"DE    ";"JOSE ANTONIO CODERCH                            ";"par  ";"NUM";"000054";"  ";"009998";"  ";"28055";"N/D"
"31001750";"CALLE                   ";"DE    ";"MANUEL GUTIERREZ MELLADO                        ";"impar";"NUM";"000001";"  ";"000013";"  ";"28055";"N/D"
"31001750";"CALLE                   ";"DE    ";"MANUEL GUTIERREZ MELLADO                        ";"impar";"NUM";"000015";"  ";"009999";"  ";"28055";"N/D"
"31001750";"CALLE                   ";"DE    ";"MANUEL GUTIERREZ MELLADO                        ";"par  ";"NUM";"000002";"  ";"000032";"  ";"28055";"N/D"
"31001750";"CALLE                   ";"DE    ";"MANUEL GUTIERREZ MELLADO                        ";"par  ";"NUM";"000034";"  ";"009998";"  ";"28055";"N/D"
"31001751";"CALLE                   ";"DE    ";"FINA DE CALDERON                                ";"impar";"NUM";"000001";"  ";"000025";"  ";"28055";"N/D"
"31001751";"CALLE                   ";"DE    ";"FINA DE CALDERON                                ";"impar";"NUM";"000027";"  ";"009999";"  ";"28055";"N/D"
"31001751";"CALLE                   ";"DE    ";"FINA DE CALDERON                                ";"par  ";"NUM";"000002";"  ";"000028";"  ";"28055";"N/D"
"31001751";"CALLE                   ";"DE    ";"FINA DE CALDERON                                ";"par  ";"NUM";"000030";"  ";"009998";"  ";"28055";"N/D"
"31001752";"CALLE                   ";"DE    ";"LUIS MOYA BLANCO                                ";"impar";"NUM";"000001";"  ";"000021";"  ";"28055";"N/D"
"31001752";"CALLE                   ";"DE    ";"LUIS MOYA BLANCO                                ";"impar";"NUM";"000023";"  ";"009999";"  ";"28055";"N/D"
"31001752";"CALLE                   ";"DE    ";"LUIS MOYA BLANCO                                ";"par  ";"NUM";"000002";"  ";"000026";"  ";"28055";"N/D"
"31001752";"CALLE                   ";"DE    ";"LUIS MOYA BLANCO                                ";"par  ";"NUM";"000028";"  ";"009998";"  ";"28055";"N/D"
"31001753";"CALLE                   ";"DE    ";"CESAR CORT BOTI                                 ";"impar";"NUM";"000001";"  ";"000075";"  ";"28055";"N/D"
"31001753";"CALLE                   ";"DE    ";"CESAR CORT BOTI                                 ";"impar";"NUM";"000077";"  ";"009999";"  ";"28055";"N/D"
"31001753";"CALLE                   ";"DE    ";"CESAR CORT BOTI                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28055";"N/D"
"31001754";"CALLE                   ";"DE    ";"ANTONIO MIRO VALVERDE                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28055";"N/D"
"31001754";"CALLE                   ";"DE    ";"ANTONIO MIRO VALVERDE                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28055";"N/D"
"31001755";"CALLE                   ";"DE    ";"LEANDRO SILVA                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28055";"N/D"
"31001755";"CALLE                   ";"DE    ";"LEANDRO SILVA                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28055";"N/D"
"31001763";"PLAZA                   ";"DE    ";"VICUS ALVAR                                     ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001763";"PLAZA                   ";"DE    ";"VICUS ALVAR                                     ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
"31001764";"AVENIDA                 ";"DE    ";"MIGUEL DELIBES                                  ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001764";"AVENIDA                 ";"DE    ";"MIGUEL DELIBES                                  ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
"31001765";"AVENIDA                 ";"DE    ";"BLAS DE LEZO                                    ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001765";"AVENIDA                 ";"DE    ";"BLAS DE LEZO                                    ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
"31001766";"CALLE                   ";"DE LA ";"CASA DE TILLY                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001766";"CALLE                   ";"DE LA ";"CASA DE TILLY                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
"31001767";"CALLE                   ";"DEL   ";"ALTO DEL ESPARRAGAL                             ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001767";"CALLE                   ";"DEL   ";"ALTO DEL ESPARRAGAL                             ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
"31001768";"CALLE                   ";"DE    ";"JOSE ESCOBAR Y SALIENTE                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001768";"CALLE                   ";"DE    ";"JOSE ESCOBAR Y SALIENTE                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
"31001769";"CALLE                   ";"DE    ";"MARIO MORENO "CANTINFLAS"                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001769";"CALLE                   ";"DE    ";"MARIO MORENO "CANTINFLAS"                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
"31001770";"CALLE                   ";"DEL   ";"CONCEJAL VICTORINO GRANIZO                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001770";"CALLE                   ";"DEL   ";"CONCEJAL VICTORINO GRANIZO                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
"31001771";"CALLE                   ";"DE    ";"ENRIQUE URQUIJO                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001771";"CALLE                   ";"DE    ";"ENRIQUE URQUIJO                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
"31001772";"CALLE                   ";"DEL   ";"ARROYO DEL CAÑAVERAL                            ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001772";"CALLE                   ";"DEL   ";"ARROYO DEL CAÑAVERAL                            ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
"31001773";"CALLE                   ";"DE    ";"IMPERIO ARGENTINA                               ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001773";"CALLE                   ";"DE    ";"IMPERIO ARGENTINA                               ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
"31001774";"CALLE                   ";"DE    ";"FRANCISCO GRANDE COVIAN                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28052";"N/D"
"31001774";"CALLE                   ";"DE    ";"FRANCISCO GRANDE COVIAN                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28052";"N/D"
